WORD                          COUNT 
lonesome                         15 
lonesomeness                      2 
lonesomest                        1 
long                            165 
longer                           17 
longest                           1 
longs                             2 
longside                          1 
looard                            1 
look                            125 
looked                           88 
lookin                            3 
looking                          65 
lookout                           7 
looks                            12 
looky                            19 
loose                            25 
loosing                           1 
looy                              2 
lord                              5 
lordship                          2 
lordy                             4 
los                               7 
lose                             16 
loses                             1 
losing                            1 
loss                              2 
lost                             19 
lot                              58 
lothrop                           6 
lots                             10 
loud                             11 
louder                            2 
louis                            15 
louisville                        2 
love                              9 
loved                             4 
loveliest                         1 
lovely                           12 
lovinger                          1 
low                              42 
lowed                             5 
lower                             1 
lowered                           1 
lowering                          1 
luck                             32 
luckier                           1 
lucky                             5 
lug                               1 
lugged                            1 
lumber                            3 
lumbus                            1 
lump                              3 
lunatic                           1 
lunch                             4 
lungs                             2 
lunkheads                         1 
ly                                1 
lying                             2 
lynch                             5 
lynched                           2 
lynches                           1 
lynching                          2 
m                               131 
ma                                5 
machine                           1 
mad                              13 
madam                             1 
made                            175 
magic                             1 
magician                          1 
magicians                         2 
mahogany                          1 
maid                              1 
maidy                             1 
mail                              1 
maim                              1 
main                              9 
mainly                            9 
maintaining                       1 
majesty                           9 
majestying                        1 
majority                          1 
make                            169 
makes                            31 
makin                             2 
making                           18 
mam                               4 
mamsey                            1 
man                             218 
manage                            5 
managed                           2 
manager                           1 
manned                            2 
manner                            1 
mannered                          1 
manners                           2 
mantel                            1 
mantelpiece                       1 
many                             49 
marble                            1 
march                             3 
marched                           1 
marching                          1 
mare                              1 
mark                             12 
marked                            6 
market                            2 
marks                             7 
marples                           1 
married                           4 
marry                             4 
mars                             27 
marseilles                        1 
marster                           1 
mary                             62 
marys                             1 
mashed                            1 
mashing                           2 
mask                              1 
masked                            1 
masks                             4 
mass                              1 
master                            8 
masterly                          1 
match                             3 
matched                           1 
matches                           2 
mate                              4 
materials                         1 
mathematics                       1 
matilda                           1 
matter                           21 
matters                           2 
mattress                          1 
mawnin                            3 
maximum                           1 
may                              35 
maybe                            69 
mayn                              5 
me                              740 
meal                              8 
meals                             1 
mean                             48 
meanest                           2 
meaning                           7 
means                             9 
meant                             6 
measles                           2 
meat                              8 
meddle                            2 
meddled                           1 
meddlesome                        1 
meddling                          3 
medicine                          2 
medicines                         1 
medium                            5 
meedyevil                         1 
meek                              2 
meeky                             1 
meet                              7 
meetin                            1 
meeting                          10 
mellow                            3 
melodeum                          1 
melt                              2 
member                            1 
memory                            3 
memphis                           1 
men                              72 
mention                           2 
mentioned                         4 
meo                               1 
merchantability                   1 
merchants                         1 
mercy                             1 
mere                              1 
merely                            1 
mesmerism                         1 
mesmerizing                       1 
mess                              2 
message                           2 
met                               4 
method                            1 
methods                           1 
methusalem                        1 
mf                                2 
michael                           1 
midday                            2 
middle                           40 
middlin                           1 
middling                          3 
midnight                         13 
mids                              1 
might                            61 
mightn                            4 
mighty                           71 
mild                              1 
mile                             81 
miles                            16 
milk                              2 
milking                           1 
mill                              5 
million                           8 
millions                          1 
mind                             77 
minded                            4 
minds                             2 
mine                             18 
minister                          1 
minore                            1 
minute                           95 
minutes                          22 
mire                              1 
misable                           1 
miserable                         4 
miserableness                     2 
misery                            1 
misfortune                        1 
misfortunes                       1 
miss                             77 
missed                           13 
mission                           4 
missionaryin                      1 
missionarying                     2 
mississippi                       4 
missouri                          9 
missus                            6 
mist                              1 
mistake                           9 
mistaken                          3 
mister                            3 
misto                             3 
misunderstood                     1 
mite                              1 
mix                               3 
mixed                            13 
mixture                           1 
mo                               25 
moan                              3 
moaned                            1 
moaning                           4 
moat                              3 
mob                               5 
moccasins                         3 
mocking                           1 
moderated                         1 
modern                            1 
modification                      1 
modified                          2 
moment                            2 
moments                           1 
monds                             3 
money                            92 
mongs                             1 
mongst                            2 
monstrous                         9 
montalban                         1 
month                             5 
monthly                           2 
months                           12 
moon                             11 
mooning                           4 
moonlight                         2 
moonrise                          1 
moonshine                         1 
moore                             2 
moral                             4 
morality                          1 
morals                            2 
more                            202 
moreover                          1 
mornin                            4 
morning                          50 
mornings                          2 
morrow                            4 
mort                              1 
mortar                            1 
mortification                     2 
mos                              17 
moses                             5 
mosey                             2 
mosquitoes                        1 
moss                              3 
most                            141 
mostly                           16 
mother                           15 
mothered                          1 
motherless                        1 
motioned                          3 
motive                            1 
motto                             3 
mouf                              2 
mountains                         1 
mourners                          4 
mournful                          7 
mournin                           2 
mourning                          3 
mouse                             1 
mouth                            21 
mouthful                          1 
mouths                            4 
move                              6 
moved                             2 
movin                             1 
moving                            2 
mr                               23 
mrs                               8 
much                             99 
mud                               9 
mudcat                            1 
muddled                           1 
muddy                             2 
muffled                           2 
muggins                           2 
mulatter                          1 
muleheaded                        1 
mules                             1 
mullen                            4 
mullet                            1 
multiplication                    1 
mum                              10 
mumble                            1 
mumbling                          2 
mumps                            10 
munching                          1 
murder                            5 
murdered                          5 
murderer                          1 
murderers                         3 
murders                           1 
muse                              1 
mush                              2 
mushmelon                         1 
mushmelons                        1 
music                             7 
musn                              1 
must                             70 
mustn                             7 
muttered                          1 
my                              412 
mysef                             3 
myself                           70 
mysterious                        4 
mystery                           1 
n                               127 
nab                               1 
nabob                             1 
nail                              6 
nailed                            6 
nailing                           1 
nails                             3 
naked                             3 
name                             46 
named                             4 
names                            11 
nap                               6 
narrative                         1 
narrow                            4 
nary                              1 
nat                               6 
natcherl                          1 
nation                           10 
native                            2 
natural                          17 
naturally                         3 
nature                            1 
natured                           1 
naturedest                        1 
navarre                           1 
navigate                          1 
navigating                        1 
navigation                        1 
near                             14 
nearer                            2 
nearest                           1 
nearly                           16 
neat                              2 
neater                            1 
nebokoodneezer                    1 
necessarily                       1 
necessity                         3 
neck                             18 
necks                             5 
ned                               1 
need                             11 
needed                            3 
needle                            6 
needles                           1 
needn                             9 
needs                             1 
needy                             1 
negligence                        1 
negro                             1 
neighbor                          1 
neighborhood                      1 
neighbors                         5 
neither                           9 
nell                              1 
nemmine                           2 
nervious                          1 
nest                              4 
network                           1 
never                           194 
new                              47 
newrleans                         1 
news                              8 
newsletter                        1 
newspapers                        2 
nex                               1 
next                             88 
nice                             20 
nichols                           4 
niece                             3 
nieces                            1 
nigger                          163 
niggers                          47 
nigh                              7 
night                           138 
nightcap                          2 
nights                           27 
nightshirt                        1 
nine                             15 
nineteen                          3 
nip                               1 
nly                               3 
no                              596 
nobility                          1 
noble                             6 
nobody                           77 
nodded                            1 
nodding                           1 
nods                              1 
nohow                             7 
noise                            17 
noises                            1 
nombril                           1 
non                               1 
none                             24 
nonesuch                         11 
nonnamous                         5 
nonproprietary                    1 
nonsense                          1 
noon                              3 
nor                              61 
north                             6 
northards                         1 
northumberland                    1 
nose                              9 
noses                             3 
nostrils                          4 
not                             193 
noth                              9 
nothing                         181 
notice                           22 
noticed                          19 
noticing                          2 
notifies                          1 
notion                           14 
nough                             2 
november                          1 
now                             251 
noway                             3 
nowhere                           1 
nowheres                          3 
nt                                3 
nting                             1 
nudged                            2 
nuff                              1 
nuffn                             6 
number                            4 
numskull                          4 
nunnery                           1 
nurse                             1 
nuss                              1 
nussery                           1 
nuther                           15 
nuts                              3 
o                                83 
oak                               2 
oar                               7 
oars                             10 
oath                              3 
obeyed                            1 
obituaries                        1 
object                            2 
objections                        3 
obleegd                           1 
obleeged                          5 
obsequies                         2 
obsolete                          1 
obtain                            3 
obtaining                         2 
occasion                          1 
occur                             1 
ocean                             4 
odd                               3 
odds                              1 
ode                               1 
of                             1785 
off                             287 
offer                             3 
offered                           2 
offering                          1 
offers                            1 
office                            9 
officers                          2 
official                          3 
often                             9 
oh                               74 
ohio                              5 
oho                               1 
oilcloth                          1 
old                             268 
older                             1 
oldest                            4 
oldish                            1 
ole                              24 
ominous                           1 
on                              896 
once                             28 
oncomfortable                     1 
oncommon                          1 
one                             394 
oneasy                            1 
ones                             17 
onion                             1 
onions                            1 
onkores                           1 
onless                            1 
online                            4 
only                            119 
onreasonable                      1 
onto                              4 
oozing                            1 
ope                               1 
open                             40 
opened                           13 
opening                           1 
ophelia                           1 
opinion                           5 
opportunities                     1 
opportunity                       2 
opposed                           1 
opposite                          1 
opposition                        2 
oppression                        1 
oppressor                         1 
or                              396 
oranges                           1 
order                             4 
ordered                           2 
ordering                          1 
orders                            4 
ordinary                          2 
ordnance                          1 
org                               9 
organized                         1 
orgies                            9 
original                          1 
originator                        1 
orleans                          15 
orneriest                         1 
ornery                           13 
orphans                           2 
orter                             1 
ostrich                           1 
other                           166 
others                           16 
ouch                              4 
ought                            18 
oughter                           1 
oughtn                            2 
our                             108 
ourn                              5 
ours                              1 
ourselves                        12 
out                             835 
outbuildings                      1 
outdated                          1 
outer                             1 
outfit                            4 
outlandish                        1 
outrage                           1 
outrageous                        5 
outrun                            2 
outside                          19 
outstart                          1 
over                            287 
overboard                        10 
overcoat                          1 
overdone                          1 
overflow                          1 
overflowed                        2 
overhauling                       1 
overlooked                        1 
overslept                         1 
owdacious                         2 
owed                              1 
owl                               1 
owls                              1 
own                              43 
owned                             4 
owner                             9 
owns                              4 
ox                                1 
p                                 8 
pa                               10 
pack                              2 
packard                           7 
packed                            6 
packing                           1 
pad                               1 
paddle                           15 
paddled                          13 
paddling                          3 
padlock                           1 
padlocked                         1 
page                              2 
pages                             1 
paid                             10 
painful                           1 
painstakingly                     1 
paint                             3 
painted                           9 
paints                            1 
pair                              1 
palace                            7 
palavering                        1 
pale                              8 
paleness                          1 
palings                           1 
pallet                            3 
paly                              1 
pan                              16 
panama                            1 
pangs                             1 
pans                              5 
panting                           2 
pants                             1 
pap                              62 
paper                            26 
papers                            1 
paperwork                         1 
paragraph                        11 
paragraphs                        3 
paralysis                         1 
parasol                           1 
parcel                            2 
pard                              1 
pardon                            2 
parent                            1 
paris                             2 
parker                            2 
parlor                            8 
parlors                           1 
parlyment                         1 
parrot                            1 
parrots                           1 
parson                            4 
part                             15 
partickler                        1 
particular                        9 
particularly                      1 
parting                           1 
partly                            3 
parts                             5 
party                             1 
pass                              9 
passage                           7 
passages                          1 
passageways                       1 
passed                            7 
passel                            2 
passenger                         1 
passengers                        1 
passing                           6 
past                             12 
paste                             1 
pat                               1 
patch                             3 
patches                           1 
patchin                           1 
patent                            1 
path                              8 
patience                          3 
patient                           2 
patients                          1 
patted                            1 
pause                             1 
paw                               2 
pawed                             2 
pawing                            1 
pay                              15 
paying                            5 
payments                          3 
pays                              1 
peace                             4 
peaceful                          1 
peacefuller                       1 
peaches                           1 
peart                             1 
peck                              1 
pecking                           2 
pecks                             1 
peddle                            1 
peddlers                          1 
peeled                            2 
peep                              1 
peeped                            6 
peg                               3 
pegged                            2 
pegging                           1 
pen                               6 
pencil                            4 
pendulum                          1 
penitentiary                      1 
penrod                            1 
pens                             10 
pensive                           1 
people                          132 
peppered                          2 
per                               2 
perfect                           6 
perfectly                        20 
perform                           1 
performance                       2 
performances                      1 
performed                         2 
performing                        3 
perfumery                         1 
perhaps                           1 
periodic                          1 
perished                          1 
permanent                         1 
permission                        6 
permitted                         2 
person                           28 
personal                          1 
persons                           4 
persuade                          1 
persuaded                         1 
pert                              1 
pesky                             1 
pestering                         1 
pet                               6 
peter                            21 
peters                            2 
petersburg                        3 
pets                              2 
petting                           4 
pettish                           1 
pew                               4 
pewter                            4 
pg                                1 
pglaf                             1 
ph                                1 
phelps                           15 
phelpses                          1 
philadelphia                      1 
phrase                            4 
phrenology                        2 
physical                          2 
physician                         1 
piano                             1 
piccadilly                        1 
pick                             10 
pickaxe                           1 
picked                            3 
picking                           2 
pickins                           1 
pickles                           1 
picks                             8 
picnic                            2 
picnics                           1 
picture                          12 
pictures                         10 
pie                              22 
piece                            45 
pieces                            6 
pies                              4 
pig                               5 
pigs                              2 
pike                              2 
pikesville                        2 
pile                             13 
piled                             4 
piles                             3 
pilgrim                           1 
piling                            3 
pilot                             4 
pin                               4 
pinch                             1 
pinched                           1 
pine                              3 
pined                             1 
pins                              1 
pint                              5 
pinting                           1 
pints                             1 
pious                             3 
pipe                              9 
pipes                             3 
pirate                            8 
pirates                           4 
pison                             4 
pisonest                          1 
pistol                            7 
pitch                             1 
pitched                           2 
pitchiola                         1 
pitied                            1 
pitiful                           2 
pitifulest                        1 
pitifulness                       1 
pity                              1 
pitying                           1 
pivot                             1 
place                           115 
places                           22 
plague                            1 
plain                            11 
plan                             22 
plank                             3 
planks                            4 
planned                           3 
plans                             6 
plant                             2 
plantation                        6 
plantations                       1 
planted                           1 
plastered                         1 
plate                             9 
plates                            9 
platform                          2 
platforms                         1 
play                             14 
played                           16 
playing                           3 
pleasant                          2 
pleasanter                        1 
please                           17 
pleased                           5 
pleasing                          2 
pleasure                          2 
pledge                            1 
plenty                           21 
plot                              1 
plotters                          1 
plow                              1 
pluck                             1 
plug                              5 
plum                              1 
plumb                             6 
plumes                            1 
plunder                           1 
plunging                          1 
plunk                             1 
plunkety                          1 
pluribus                          1 
po                               11 
pocket                           14 
pockets                           6 
poetical                          1 
poetry                            8 
point                             6 
pointed                           3 
pointing                          2 
points                            1 
poke                              4 
poked                             6 
pokeville                         1 
poking                            1 
pole                              3 
poles                             1 
police                            1 
polished                          1 
polite                            1 
political                         1 
polly                            12 
pommel                            1 
ponderous                         1 
pone                              5 
poor                             51 
pooty                             7 
popped                            1 
popular                           1 
porch                             3 
pore                              4 
pork                              4 
pose                             19 
posing                            1 
possessed                         2 
possession                        1 
possibility                       1 
post                              5 
posted                            4 
posterity                         1 
posts                             1 
pot                               3 
potato                            2 
pots                              2 
pound                             2 
pounding                          1 
pounds                            1 
pour                              1 
poured                            3 
pouring                           1 
pours                             1 
pow                               2 
powder                            2 
powell                            1 
power                             5 
powerful                         19 
powerfullest                      1 
powful                            1 
powwow                            8 
pox                               4 
practically                       1 
practice                          4 
practiced                         1 
practizing                        1 
prague                            1 
prairie                           1 
praised                           1 
praising                          1 
prance                            1 
pranced                           2 
prancing                          2 
pray                             12 
prayed                            2 
prayer                            2 
prayers                           1 
praying                           1 
prays                             2 
preach                            3 
preached                          1 
preacher                         18 
preachers                         2 
preaches                          1 
preachin                          1 
preaching                         3 
precious                          1 
preforeordestination              1 
prejudiced                        1 
premature                         1 
premises                          1 
prentice                          1 
prepare                           2 
prepared                          2 
presence                          1 
preserve                          2 
preserves                         1 
pressed                           1 
pressing                          2 
presume                           2 
pretended                         2 
prettier                          1 
prettiest                         2 
pretty                          162 
prevarication                     1 
prevent                           1 
previous                          2 
price                             4 
pride                             1 
prime                             5 
primer                            1 
principal                         3 
principle                         2 
print                             3 
printed                           6 
printer                           2 
printers                          1 
printing                          3 
prise                             1 
prison                            4 
prisoner                         22 
prisoners                         8 
private                          10 
privileged                        1 
prized                            1 
prob                              1 
problem                           1 
processing                        1 
procession                        3 
proctors                          2 
produce                           1 
produced                          1 
production                        1 
professor                         1 
profit                            2 
profitable                        1 
profits                           3 
progress                          1 
prohibition                       1 
project                          89 
prominently                       2 
promise                           4 
promised                          3 
promoting                         2 
promotion                         1 
prompt                            2 
pronounced                        1 
proofread                         1 
prop                              1 
propaty                           1 
properly                          2 
property                         13 
propped                           1 
proprietary                       1 
prosecuted                        1 
protect                           3 
protected                         5 
protection                        1 
proud                             8 
prove                             4 
proved                            1 
provide                           7 
provided                          4 
providence                        8 
providences                       1 
providing                         4 
provision                         1 
provisions                        2 
prowled                           1 
prowling                          4 
pry                               1 
public                            7 
pudding                           1 
puddle                            1 
puffed                            1 
pull                             11 
pulled                           11 
pulling                           4 
pulpit                            2 
pump                              2 
pumping                           1 
puncheon                          1 
pungle                            1 
punitive                          1 
punkin                            3 
pup                               1 
puppy                             1 
pure                              1 
purpose                           3 
purse                             1 
push                              1 
pushed                            2 
pushing                           1 
put                             136 
putrified                         1 
puts                              4 
puttin                            1 
putting                          12 
puzzled                           3 
quaking                           1 
quality                           4 
quarrel                           1 
quarrels                          2 
quarrelsome                       1 
quarry                            1 
quarter                          16 
quarters                          4 
queen                             1 
queens                            1 
question                          7 
questions                        11 
quick                            27 
quicker                           2 
quicksilver                       2 
quiet                            19 
quieted                           1 
quieter                           1 
quietus                           1 
quill                             1 
quilt                             1 
quilts                            1 
quit                             15 
quite                             6 
quivers                           1 
quivery                           1 
quixote                           1 
r                                13 
rab                               1 
rabbit                            3 
rabbits                           1 
rabs                              5 
race                              2 
rachel                            1 
rack                              1 
racket                            5 
rackety                           1 
raf                               9 
raff                              2 
raffs                             1 
raft                            118 
rafter                            1 
rafters                           1 
rafting                           1 
rafts                             7 
raftsman                          3 
raftsmen                          1 
rag                               8 
ragged                            3 
raging                            5 
rags                              9 
rail                              7 
rails                             1 
rain                             17 
rainbow                           1 
rained                            1 
rains                             1 
rainy                             1 
rair                              1 
raise                            14 
raised                           18 
raises                            1 
raising                           7 
raked                             2 
ram                               2 
rammed                            1 
rampant                           1 
ramrod                            1 
ran                               1 
range                             1 
ranged                            1 
rank                              6 
ransacked                         3 
ransacking                        1 
ransom                            2 
ransomed                          6 
rapscallions                     10 
rard                              1 
rascal                            5 
rascality                         1 
rascals                           3 
raspy                             2 
rat                              15 
rate                              8 
rather                            1 
rats                             24 
rattle                            2 
rattles                           1 
rattlesnake                       7 
rattlesnakes                      2 
rattlin                           1 
rattling                          5 
ratty                             4 
rave                              1 
raw                               1 
razberries                        1 
re                              103 
reach                             8 
reached                           5 
reaching                          3 
read                             37 
readable                          2 
readers                           1 
reading                           4 
reads                             1 
ready                            42 
real                             16 
really                            3 
realms                            1 
reason                            6 
reasonable                        5 
reasonableness                    1 
reasoning                         1 
reasons                           3 
receipt                           3 
receive                           2 
received                          5 
receiving                         1 
recently                          1 
reck                             20 
reckon                          119 
reckoned                         75 
recollected                       1 
recollection                      1 
recollections                     1 
recommend                         1 
record                            3 
recovering                        1 
red                              12 
reddened                          1 
reddens                           1 
redder                            1 
redistribute                      1 
redistributing                    2 
redistribution                    2 
reefs                             2 
reeling                           2 
reely                             1 
references                        2 
referrin                          1 
referring                         1 
reform                            2 
reforming                         2 
refund                           10 
regard                            1 
regardless                        1 
region                            1 
registered                        2 
reglar                            2 
regular                          20 
regulating                        1 
regulations                       2 
rehearsing                        1 
reins                             1 
relations                         5 
relationship                      1 
release                           1 
reliable                          1 
relicts                           1 
religgion                         1 
religion                          1 
remain                            1 
